0 1
0 2
0 3
0 4
0 5
0 6
0 7
0 8
0 9
0 10
0 11
0 12
0 13
0 14
1 2
1 15
2 15
2 3
2 16
2 4
2 5
2 17
2 18
2 19
2 20
2 21
2 22
2 23
2 24
2 25
2 26
2 9
2 27
2 10
2 28
2 12
2 29
2 30
2 31
2 32
2 33
2 34
2 35
2 14
2 36
2 37
2 38
3 39
3 40
3 5
3 20
3 21
3 22
3 41
3 42
3 27
3 43
3 44
3 45
3 46
3 47
3 15
4 48
4 49
4 5
4 21
4 26
4 50
4 43
4 51
4 52
4 37
5 17
5 18
5 20
5 21
5 22
5 23
5 8
5 24
5 53
5 25
5 54
5 26
5 50
5 55
5 56
5 57
5 28
5 12
5 58
5 29
5 59
5 30
5 60
5 61
5 62
5 63
5 64
5 65
5 32
5 66
5 67
5 68
5 69
5 70
5 47
5 33
5 35
5 14
5 71
5 36
5 101
5 104
5 105
5 40
5 48
6 17
6 72
6 25
6 56
6 57
6 28
6 12
6 73
6 29
6 44
6 15
6 40
6 48
7 74
7 17
7 18
7 19
7 20
7 21
7 22
7 23
8 72
8 75
8 24
8 53
8 76
8 25
8 54
8 57
8 47
8 77
8 17
9 27
9 56
9 15
9 21
9 24
9 55
10 58
10 31
10 18
10 57
11 36
11 21
12 29
12 78
12 43
12 30
12 60
12 51
12 79
12 80
12 15
12 17
12 19
12 21
12 22
12 24
12 25
12 27
12 28
12 103
12 53
12 104
12 55
12 54
12 87
12 75
14 28
14 30
14 61
14 40
14 48
14 57
14 73
15 81
15 56
15 67
16 42
16 82
16 83
16 35
16 36
16 81
17 56
17 84
17 28
17 104
18 85
19 56
19 86
19 43
19 83
19 37
20 26
20 56
20 86
20 87
20 51
20 88
20 89
20 69
20 71
20 36
20 90
21 75
21 84
21 43
21 63
21 70
21 36
22 56
22 91
22 51
22 92
22 64
22 36
23 56
23 58
23 29
23 82
23 51
23 89
23 92
23 64
23 69
23 93
23 71
23 101
24 53
24 56
24 92
24 68
24 71
24 36
24 90
25 29
25 94
26 56
26 95
26 69
27 91
27 92
27 96
28 58
28 73
28 29
28 97
28 36
28 81
28 40
28 84
28 57
29 51
29 61
29 62
29 88
29 97
29 73
30 62
30 88
30 56
31 89
31 71
31 51
31 52
31 73
32 69
32 56
32 92
35 56
35 98
36 37
36 105
36 55
36 40
36 43
36 45
36 84
36 54
36 66
36 71
36 76
36 98
37 90
37 61
37 62
40 81
40 56
40 69
40 70
41 101
41 56
41 71
41 55
42 55
42 91
43 56
43 50
43 59
43 61
43 52
43 62
43 87
44 52
44 89
44 79
46 52
47 102
47 77
47 99
47 73
48 105
48 49
49 51
50 104
50 55
50 86
50 78
50 106
50 62
50 71
51 61
51 88
51 66
51 87
52 54
53 101
53 103
53 58
53 61
53 100
53 105
54 84
55 104
55 105
56 57
56 84
56 82
56 61
56 64
56 98
56 99
56 100
56 101
56 105
56 74
58 103
58 91
59 82
59 66
59 69
59 71
60 89
60 69
61 104
61 95
61 88
61 69
62 64
63 88
64 89
64 98
64 80
66 75
66 76
69 104
70 105
70 80
70 84
101 102
101 103
104 80
104 88
104 103
104 105
105 84
105 88
105 89
105 92
72 106
72 110
72 92
74 92
74 85
74 90
75 92
75 77
76 89
76 94
77 89
77 111
77 93
78 88
80 89
80 93
103 95
87 86
82 107
84 89
84 86
85 98
88 89
92 98
92 108
92 109
92 97
100 109
