0 1
0 2
0 3
0 4
0 5
0 6
1 3
1 5
1 6
2 4
2 5
2 7
3 5
3 8
3 9
3 10
3 11
3 12
3 13
3 14
3 15
3 16
3 17
3 18
3 19
3 20
3 21
3 22
3 23
3 24
3 25
3 26
3 27
4 5
4 6
4 28
4 29
4 30
4 31
5 6
5 7
6 7
6 10
6 12
6 18
6 22
6 25
6 29
7 14
7 30
7 32
7 33
7 34
8 9
8 10
8 11
8 12
8 13
8 14
8 20
8 21
8 22
8 23
8 24
8 26
8 27
8 35
8 36
8 37
8 38
8 39
8 40
8 41
8 42
8 43
8 44
8 45
9 11
9 12
9 14
9 20
9 24
9 27
9 40
9 44
9 46
9 47
9 48
9 49
9 50
9 51
10 11
10 12
10 15
10 16
10 19
10 21
10 36
10 37
10 38
10 52
10 53
10 54
11 12
11 13
11 14
11 17
11 20
11 21
11 22
11 26
11 27
11 29
11 44
11 46
11 49
11 55
12 13
12 14
12 15
12 17
12 18
12 23
12 24
12 35
12 36
12 56
12 52
12 53
12 39
12 40
12 43
12 45
12 46
12 57
12 54
13 17
13 29
13 35
13 39
13 41
13 42
13 43
13 46
13 58
14 25
14 26
14 32
15 16
15 54
17 46
19 54
19 55
19 59
20 24
20 39
20 47
20 48
20 60
20 58
21 23
22 25
22 39
22 51
23 27
23 35
23 36
23 46
23 57
24 26
24 39
24 46
24 60
25 39
26 39
26 44
26 46
26 60
27 39
27 40
27 46
27 57
28 61
28 62
30 31
30 32
30 61
30 63
30 64
30 65
30 66
30 67
30 68
30 59
30 69
30 70
30 71
30 72
30 73
30 74
30 75
30 76
31 48
31 65
31 66
31 67
31 68
31 59
31 77
31 71
31 78
32 79
32 80
32 81
32 82
32 59
32 34
32 48
32 49
32 50
32 51
33 62
33 65
33 66
33 67
33 68
33 59
33 77
33 69
33 70
33 83
33 71
33 72
33 64
33 81
34 61
34 62
34 80
35 36
36 38
36 52
36 53
36 46
37 56
37 38
37 52
37 53
37 39
37 42
37 43
37 99
38 52
38 46
38 99
39 40
39 41
39 43
39 44
39 46
39 60
39 57
39 53
40 46
40 57
40 56
41 42
41 46
41 53
42 55
44 46
45 46
45 84
46 57
46 56
47 48
47 58
48 58
48 62
48 68
50 51
50 79
50 80
50 82
51 79
52 53
52 99
53 99
55 58
56 99
59 67
59 68
60 68
61 63
61 64
61 62
61 65
61 66
61 68
61 70
61 73
61 74
61 85
61 86
61 87
61 75
61 88
61 89
61 76
61 90
61 79
62 65
62 66
62 67
62 68
62 77
62 69
62 70
62 71
62 73
62 74
62 91
62 85
62 86
62 87
62 78
62 92
62 64
63 93
63 94
63 79
63 80
64 67
64 87
64 79
65 66
65 67
65 71
65 72
65 73
65 74
65 86
65 92
65 75
65 95
65 96
65 88
65 89
65 97
65 76
65 90
66 67
66 77
66 69
66 71
66 73
66 91
66 85
66 78
66 97
66 76
67 68
67 77
67 69
67 71
67 72
67 73
67 78
67 92
68 71
68 72
68 73
68 74
69 73
69 78
69 90
71 73
72 73
72 91
72 90
73 74
73 91
73 85
73 86
73 95
73 88
73 89
73 76
73 90
73 98
73 101
73 103
73 83
74 86
74 75
74 89
74 90
74 98
74 101
74 102
74 83
75 95
75 76
75 84
76 90
76 100
76 101
76 103
76 104
76 87
78 97
78 90
78 87
79 80
79 81
79 82
80 81
80 82
82 94
83 89
84 96
84 95
85 86
88 89
88 90
88 95
90 103
90 98
90 97
91 97
93 94
95 96
95 98
96 102
98 102
101 100
101 103
101 104
103 100
103 104
102 100
100 104
